TransactionID,ItemDescription
62,"Bread,Milk,Juice,Cheese,Butter"
63,"Eggs,Milk"
64,"Bread,Juice,Coke"
65,"Eggs,Bread,Cheese,Beer"
66,"Bread,Milk,Juice,Cheese,Coke"
67,"Juice,Cheese"
68,"Bread,Beer,Milk,Coke,Butter"
69,"Bread,Jam,Juice,Milk"
70,"Bread,Milk"
71,"Bread,Jam,Juice,Milk"
72,"Bread,Milk,Cheese,Coke,Butter"
73,"Eggs,Jam,Milk,Cheese,Butter"
74,"Jam,Butter"
75,"Bread,Juice,Coke,Milk"
76,"Bread,Coke,Milk"
77,"Beer,Butter"
78,"Eggs,Bread,Milk"
79,"Bread,Juice"
80,"Coke,Milk,Butter"
81,"Eggs,Beer,Cheese"
82,"Bread,Milk,Juice,Coke,Butter"
83,"Bread,Coke"
84,"Bread,Milk"
85,"Bread,Milk,Juice,Cheese,Butter"
86,"Eggs,Bread,Coke"
87,"Beer,Juice"
88,"Beer,Bread"
89,"Juice,Coke,Butter"
90,"Bread,Jam,Milk,Butter"
91,"Coke,Milk"
92,"Beer,Cheese"
93,"Bread,Beer,Milk,Cheese,Butter"
94,"Eggs,Bread,Milk,Coke,Butter"
95,"Eggs,Jam,Butter"
96,"Beer,Bread,Milk,Butter"
97,"Bread,Cheese,Butter"
98,"Bread,Cheese,Milk,Butter"
99,"Juice,Milk,Butter"
100,"Bread,Beer,Milk,Juice,Butter"
101,"Cheese,Coke,Milk,Butter"
102,"Bread,Juice"
103,"Coke,Cheese,Butter"
104,"Milk,Coke,Cheese,Butter"
105,"Bread,Cheese,Beer"
106,"Bread,Beer"
107,"Bread,Coke,Cheese,Milk"
108,"Eggs,Bread,Coke,Milk"
109,"Eggs,Bread,Juice"
110,"Bread,Milk,Butter"
111,"Juice,Cheese,Butter"
112,"Eggs,Milk,Cheese,Coke,Butter"
113,"Bread,Cheese,Jam,Milk"
114,"Beer,Coke,Cheese"
115,"Bread,Jam,Coke,Butter"
116,"Coke,Bread,Juice,Milk"
117,"Milk,Cheese,Butter"
118,"Jam,Butter"
119,"Milk,Butter"
120,"Bread,Jam,Milk,Cheese,Butter"
121,"Eggs,Bread,Milk,Butter"
122,"Bread,Coke,Cheese"
123,"Eggs,Beer,Juice,Coke,Butter"
124,"Bread,Butter"
125,"Bread,Coke,Milk"
126,"Bread,Juice,Milk,Butter"
127,"Bread,Butter"
128,"Cheese,Milk,Butter"
129,"Eggs,Milk,Butter"
130,"Jam,Coke,Milk"
131,"Coke,Butter"
132,"Jam,Coke,Cheese"
133,"Jam,Butter"
134,"Milk,Bread,Cheese,Butter"
135,"Eggs,Coke"
136,"Juice,Milk,Butter"
137,"Juice,Cheese,Milk"
138,"Eggs,Jam,Milk,Cheese,Butter"
139,"Eggs,Bread,Milk,Juice,Coke"
140,"Bread,Beer,Milk,Coke,Butter"
141,"Bread,Jam,Milk,Butter"
142,"Bread,Jam,Milk,Cheese,Coke"
143,"Eggs,Coke,Milk,Butter"
144,"Cheese,Milk"
145,"Juice,Coke,Milk"
146,"Eggs,Bread,Milk,Juice,Butter"
147,"Bread,Milk,Cheese,Coke,Butter"
148,"Bread,Butter,Coke,Beer"
149,"Eggs,Bread,Jam,Milk,Butter"
150,"Bread,Juice,Butter"
151,"Juice,Butter"
152,"Beer,Jam,Butter"
153,"Eggs,Coke,Butter"
154,"Bread,Beer,Jam,Milk,Cheese"
155,"Bread,Beer,Milk,Coke,Butter"
156,"Eggs,Bread,Juice,Milk"
157,"Bread,Jam,Juice,Butter"
158,"Eggs,Bread,Butter"
159,"Coke,Butter"
160,"Beer,Juice,Coke,Butter"
161,"Juice,Butter"
162,"Eggs,Beer,Juice,Butter"
163,"Beer,Milk"
164,"Eggs,Bread,Jam,Milk"
165,"Juice,Milk"
166,"Beer,Juice,Cheese,Butter"
167,"Bread,Beer,Jam,Coke,Butter"
168,"Eggs,Beer,Milk,Juice,Coke"
169,"Cheese,Jam,Coke,Milk"
170,"Milk,Juice,Cheese,Coke,Butter"
171,"Coke,Butter"
172,"Eggs,Bread,Juice"
173,"Milk,Butter"
174,"Beer,Jam,Milk,Cheese,Butter"
175,"Eggs,Bread,Jam,Cheese,Butter"
176,"Milk,Bread,Cheese,Butter"
177,"Beer,Coke"
178,"Beer,Bread,Milk,Butter"
179,"Eggs,Beer,Cheese,Butter"
180,"Eggs,Bread,Milk,Juice,Coke"
181,"Eggs,Jam,Milk,Coke,Butter"
182,"Eggs,Beer,Juice,Coke,Butter"
183,"Juice,Milk"
184,"Eggs,Bread,Milk,Coke,Butter"
185,"Cheese,Coke,Milk,Butter"
186,"Bread,Juice,Cheese,Milk"
187,"Bread,Jam,Milk,Cheese,Butter"
188,"Bread,Milk,Juice,Coke,Butter"
189,"Beer,Bread"
190,"Eggs,Bread,Jam,Juice,Butter"
191,"Bread,Cheese"
192,"Bread,Milk,Cheese,Coke,Butter"
193,"Bread,Milk,Beer"
194,"Coke,Juice,Milk,Butter"
195,"Eggs,Butter"
196,"Bread,Coke"
197,"Bread,Beer,Milk,Juice,Butter"
198,"Milk,Butter"
199,"Bread,Jam,Butter"
200,"Bread,Cheese,Milk"
201,"Bread,Cheese"
202,"Jam,Coke,Cheese,Butter"
203,"Eggs,Milk,Butter"
204,"Bread,Beer,Juice,Cheese,Coke"
205,"Beer,Juice,Cheese"
206,"Cheese,Butter"
207,"Bread,Jam,Juice,Butter"
208,"Bread,Juice,Coke,Butter"
209,"Bread,Juice,Cheese,Coke,Butter"
210,"Bread,Jam,Milk,Coke,Butter"
211,"Eggs,Bread,Milk,Coke,Butter"
212,"Beer,Juice"
213,"Eggs,Milk"
214,"Eggs,Jam,Juice,Butter"
215,"Eggs,Beer,Bread,Milk,Butter"
216,"Jam,Milk"
217,"Beer,Jam,Milk,Juice,Butter"
218,"Bread,Coke,Milk,Beer"
219,"Eggs,Bread,Juice,Cheese"
220,"Milk,Butter"
221,"Bread,Milk,Butter"
222,"Cheese,Bread,Milk,Butter"
223,"Bread,Jam,Cheese,Butter"
224,"Bread,Milk,Cheese,Coke,Butter"
225,"Eggs,Bread,Jam,Milk,Butter"
226,"Bread,Beer,Jam,Milk,Butter"
227,"Bread,Coke,Milk"
228,"Bread,Cheese"
229,"Bread,Coke"
230,"Eggs,Bread,Beer,Milk,Coke"
231,"Bread,Butter,Beer"
232,"Eggs,Bread,Jam,Juice"
233,"Coke,Cheese,Milk"
234,"Coke,Butter"
235,"Eggs,Bread,Juice"
236,"Bread,Milk,Butter"
237,"Juice,Milk"
238,"Bread,Juice,Cheese,Coke,Butter"
239,"Bread,Juice,Milk,Butter"
240,"Eggs,Beer,Milk,Cheese,Butter"
241,"Bread,Jam,Milk,Juice,Coke"
242,"Bread,Milk"
243,"Beer,Jam,Bread"
244,"Eggs,Cheese,Milk"
245,"Bread,Coke,Milk"
246,"Beer,Juice,Bread,Butter"
247,"Eggs,Cheese"
248,"Coke,Butter"
249,"Eggs,Jam,Milk"
250,"Bread,Coke,Cheese,Milk"
251,"Bread,Juice,Coke,Milk"
252,"Eggs,Bread,Milk,Butter"
253,"Bread,Milk,Butter"
254,"Bread,Juice,Coke,Butter"
255,"Beer,Coke,Milk,Butter"
256,"Bread,Juice,Milk,Beer"
257,"Cheese,Milk"
258,"Juice,Coke,Milk"
259,"Jam,Milk,Cheese,Coke,Butter"
260,"Eggs,Bread,Milk,Butter"
261,"Eggs,Bread,Beer,Milk,Butter"
262,"Bread,Coke"
263,"Coke,Milk"
264,"Eggs,Bread,Milk,Juice,Butter"
265,"Jam,Juice,Butter"
266,"Milk,Butter"
267,"Milk,Juice,Cheese,Butter"
268,"Bread,Jam,Milk,Butter"
269,"Milk,Butter"
270,"Bread,Milk"
271,"Beer,Bread,Cheese,Butter"
272,"Beer,Coke"
273,"Eggs,Bread,Milk,Coke,Butter"
274,"Coke,Butter"
275,"Beer,Cheese"
276,"Cheese,Butter"
277,"Eggs,Cheese,Bread,Milk"
278,"Bread,Juice,Milk,Butter"
279,"Eggs,Bread,Jam,Milk,Butter"
280,"Bread,Butter"
281,"Coke,Butter"
282,"Juice,Milk"
283,"Bread,Jam,Coke,Cheese"
284,"Coke,Cheese,Bread,Milk"
285,"Bread,Coke,Cheese"
286,"Eggs,Bread,Jam,Milk,Butter"
287,"Bread,Coke,Milk,Butter"
288,"Eggs,Bread,Jam,Milk"
289,"Eggs,Juice,Coke,Milk"
290,"Beer,Bread"
291,"Bread,Beer,Milk,Cheese,Butter"
292,"Beer,Bread,Butter"
293,"Beer,Juice"
294,"Bread,Beer,Cheese,Coke,Butter"
295,"Beer,Milk,Juice,Cheese,Coke"
296,"Eggs,Bread,Juice"
297,"Jam,Coke,Milk"
298,"Bread,Jam,Coke"
299,"Beer,Jam,Cheese,Milk"
300,"Bread,Milk,Juice,Coke,Butter"
301,"Coke,Milk,Butter"
302,"Eggs,Bread,Juice,Coke"
303,"Coke,Cheese"
304,"Jam,Milk,Juice,Coke,Butter"
305,"Bread,Coke,Butter"
306,"Eggs,Bread,Coke"
307,"Juice,Milk"
308,"Bread,Cheese,Milk"
309,"Juice,Coke,Cheese"
310,"Eggs,Bread,Coke"
311,"Bread,Butter"
312,"Coke,Milk,Butter"
313,"Bread,Coke"
314,"Eggs,Bread,Coke,Milk"
315,"Eggs,Bread,Juice,Cheese,Butter"
316,"Jam,Juice"
317,"Bread,Juice,Beer"
318,"Eggs,Beer,Bread"
319,"Eggs,Bread,Milk,Butter"
320,"Eggs,Jam,Milk,Coke,Butter"
321,"Eggs,Coke,Cheese,Butter"
322,"Beer,Coke,Cheese,Butter"
323,"Eggs,Bread,Milk,Butter"
324,"Jam,Cheese,Butter"
325,"Beer,Milk"
326,"Juice,Coke"
327,"Eggs,Bread,Milk,Juice,Butter"
328,"Eggs,Juice,Milk"
329,"Beer,Bread,Milk,Coke,Butter"
330,"Beer,Jam,Milk,Cheese,Coke"
331,"Eggs,Juice,Coke,Butter"
332,"Eggs,Cheese,Milk,Butter"
333,"Eggs,Bread,Milk,Beer"
334,"Bread,Cheese"
335,"Eggs,Butter"
336,"Bread,Juice,Coke,Butter"
337,"Beer,Coke,Milk,Bread"
338,"Bread,Butter"
339,"Juice,Milk"
340,"Eggs,Bread,Coke"
341,"Juice,Milk,Butter"
342,"Eggs,Bread,Milk,Beer"
343,"Bread,Juice,Cheese,Milk"
344,"Bread,Beer,Jam,Milk,Butter"
345,"Bread,Milk,Juice,Coke,Butter"
346,"Eggs,Milk"
347,"Beer,Bread,Milk"
348,"Bread,Beer,Milk,Cheese,Coke"
349,"Beer,Coke,Cheese"
350,"Bread,Jam,Coke,Cheese"
351,"Eggs,Bread,Beer,Milk,Cheese"
352,"Bread,Juice"
353,"Eggs,Bread,Milk,Coke,Butter"
354,"Cheese,Bread,Milk,Beer"
355,"Eggs,Bread"
356,"Bread,Jam,Coke,Milk"
357,"Eggs,Bread,Jam,Milk,Butter"
358,"Bread,Milk"
359,"Bread,Jam,Juice,Milk"
360,"Bread,Juice"
361,"Eggs,Bread,Milk,Cheese,Butter"
362,"Juice,Cheese,Milk"
363,"Eggs,Bread"
364,"Eggs,Jam"
365,"Bread,Milk,Butter"
366,"Eggs,Bread,Beer,Juice,Butter"
367,"Eggs,Juice,Coke,Jam"
368,"Bread,Milk,Juice,Coke,Butter"
369,"Juice,Butter"
370,"Eggs,Milk,Juice,Coke,Butter"
371,"Bread,Jam,Juice,Coke,Butter"
372,"Eggs,Bread,Cheese,Butter"
373,"Beer,Juice,Cheese,Milk"
374,"Eggs,Bread,Coke"
375,"Eggs,Beer,Bread,Coke,Butter"
376,"Eggs,Bread,Milk,Beer"
377,"Eggs,Bread,Milk,Butter"
378,"Bread,Coke,Milk,Butter"
379,"Coke,Beer,Bread,Milk"
380,"Jam,Milk,Butter"
381,"Bread,Cheese,Butter"
382,"Eggs,Beer,Milk,Juice,Coke"
383,"Eggs,Beer,Coke,Milk"
384,"Eggs,Beer,Coke,Butter"
385,"Eggs,Bread,Coke"
386,"Coke,Butter"
387,"Beer,Jam,Bread,Cheese"
388,"Bread,Milk"
389,"Beer,Bread,Milk,Butter"
390,"Bread,Milk,Juice,Cheese,Coke"
391,"Bread,Juice,Milk"
392,"Jam,Milk,Juice,Cheese,Butter"
393,"Bread,Juice,Coke,Butter"
394,"Juice,Coke,Butter"
395,"Bread,Butter"
396,"Bread,Cheese"
397,"Bread,Coke"
398,"Coke,Butter"
399,"Jam,Milk,Butter"
400,"Bread,Jam,Cheese,Butter"
401,"Eggs,Milk"
402,"Bread,Juice,Milk"
403,"Eggs,Bread,Jam,Juice,Butter"
404,"Bread,Milk,Juice,Cheese,Butter"
405,"Bread,Cheese,Butter"
406,"Bread,Coke"
407,"Bread,Jam,Milk,Coke,Butter"
408,"Bread,Jam,Milk"
409,"Beer,Jam,Cheese,Coke,Butter"
410,"Juice,Coke,Milk"
411,"Beer,Bread,Milk,Coke,Butter"
412,"Bread,Milk,Butter"
413,"Bread,Jam,Milk,Cheese,Coke"
414,"Bread,Beer"
415,"Eggs,Bread,Beer,Milk,Coke"
416,"Bread,Butter"
417,"Eggs,Bread,Milk,Coke,Butter"
418,"Eggs,Bread,Butter"
419,"Bread,Milk,Cheese,Coke,Butter"
420,"Eggs,Bread,Beer,Jam,Butter"
421,"Juice,Cheese,Butter"
422,"Beer,Jam,Milk,Juice,Butter"
423,"Juice,Coke,Cheese"
424,"Coke,Cheese,Butter"
425,"Jam,Milk,Butter"
426,"Beer,Coke,Milk,Butter"
427,"Bread,Jam,Juice,Butter"
428,"Coke,Milk,Butter"
429,"Jam,Milk"
430,"Beer,Bread,Jam,Coke,Butter"
431,"Beer,Juice,Milk,Butter"
432,"Beer,Coke,Milk,Bread"
433,"Bread,Juice"
434,"Bread,Jam,Butter"
435,"Eggs,Milk,Juice,Coke,Butter"
436,"Jam,Milk,Butter"
437,"Coke,Milk"
438,"Bread,Juice,Coke,Beer"
439,"Beer,Bread,Milk,Juice,Butter"
440,"Bread,Butter,Cheese,Milk"
441,"Eggs,Cheese"
442,"Bread,Milk"
443,"Bread,Juice,Cheese,Butter"
444,"Eggs,Bread,Milk"
445,"Juice,Cheese"
446,"Coke,Cheese,Butter"
447,"Bread,Cheese,Butter"
448,"Cheese,Butter"
449,"Eggs,Beer,Jam,Milk,Butter"
450,"Bread,Jam,Milk,Juice,Butter"
451,"Beer,Bread,Milk,Juice,Butter"
452,"Eggs,Bread,Milk,Coke,Butter"
453,"Bread,Coke,Cheese"
454,"Bread,Juice,Milk"
455,"Eggs,Milk,Juice,Coke,Butter"
456,"Jam,Coke"
457,"Bread,Beer,Jam,Milk,Coke"
458,"Eggs,Butter"
459,"Milk,Butter"
460,"Eggs,Beer,Juice,Coke"
461,"Eggs,Coke,Cheese"
462,"Jam,Juice,Cheese,Coke,Butter"
463,"Bread,Butter"
464,"Beer,Bread,Milk"
465,"Bread,Juice,Cheese,Milk"
466,"Beer,Butter,Cheese,Milk"
467,"Eggs,Bread,Milk,Juice,Butter"
468,"Beer,Juice,Bread,Milk"
469,"Eggs,Coke,Cheese,Milk"
470,"Jam,Coke,Milk,Butter"
471,"Bread,Coke"
472,"Beer,Cheese,Bread,Coke"
473,"Bread,Jam"
474,"Eggs,Jam"
475,"Juice,Butter"
476,"Bread,Coke,Butter"
477,"Beer,Milk"
478,"Eggs,Bread,Cheese"
479,"Bread,Butter"
480,"Bread,Coke,Milk,Butter"
481,"Eggs,Beer,Butter"
482,"Milk,Butter"
483,"Eggs,Bread,Juice,Milk"
484,"Bread,Juice,Butter"
485,"Bread,Coke,Milk,Butter"
486,"Eggs,Beer,Bread,Milk,Butter"
487,"Coke,Juice,Cheese"
488,"Bread,Beer,Milk,Juice,Butter"
489,"Eggs,Bread,Jam,Coke,Butter"
490,"Beer,Bread"
491,"Coke,Cheese"
492,"Bread,Jam,Milk,Cheese,Coke"
493,"Eggs,Beer,Bread,Cheese,Coke"
494,"Eggs,Bread,Cheese,Milk"
495,"Bread,Butter"
496,"Bread,Jam,Milk,Cheese,Butter"
497,"Eggs,Milk"
498,"Juice,Milk,Butter"
499,"Bread,Coke,Beer"
500,"Cheese,Butter"
501,"Eggs,Bread,Milk"
502,"Juice,Milk,Butter"
503,"Eggs,Bread,Juice,Butter"
504,"Coke,Milk"
505,"Bread,Butter"
506,"Bread,Milk,Cheese,Coke,Butter"
507,"Jam,Milk"
508,"Eggs,Beer"
509,"Bread,Beer,Milk,Butter"
510,"Eggs,Beer,Jam,Milk"
511,"Eggs,Milk,Butter"
512,"Eggs,Bread,Milk,Juice,Butter"
513,"Bread,Coke,Butter"
514,"Jam,Coke,Milk,Butter"
515,"Bread,Butter,Cheese,Milk"
516,"Beer,Juice,Coke,Bread"
517,"Cheese,Juice,Milk"
518,"Eggs,Beer,Bread,Cheese,Butter"
519,"Bread,Coke,Milk"
520,"Bread,Cheese"
521,"Coke,Milk"
522,"Eggs,Bread,Milk"
523,"Eggs,Bread,Coke,Milk"
524,"Bread,Jam,Cheese,Milk"
525,"Juice,Butter"
526,"Eggs,Beer,Bread,Milk,Cheese"
527,"Cheese,Jam,Milk,Butter"
528,"Bread,Beer,Milk,Cheese,Butter"
529,"Bread,Beer,Juice,Coke,Butter"
530,"Eggs,Jam,Milk,Juice,Coke"
531,"Eggs,Bread,Milk,Coke,Butter"
532,"Eggs,Bread,Jam,Coke,Butter"
533,"Beer,Jam"
534,"Eggs,Bread,Milk"
535,"Jam,Cheese,Milk"
536,"Jam,Coke"
537,"Beer,Bread,Milk,Coke,Butter"
538,"Juice,Coke,Butter"
539,"Beer,Juice,Coke,Butter"
540,"Bread,Coke,Milk,Butter"
541,"Eggs,Butter"
542,"Eggs,Juice,Butter"
543,"Eggs,Bread,Juice,Milk"
544,"Eggs,Beer,Bread,Milk,Cheese"
545,"Bread,Milk,Juice,Cheese,Coke"
546,"Beer,Juice,Milk,Butter"
547,"Eggs,Beer,Bread,Butter"
548,"Milk,Bread,Cheese,Butter"
549,"Beer,Bread,Milk,Coke,Butter"
550,"Beer,Coke"
551,"Bread,Milk,Juice,Coke,Butter"
552,"Coke,Butter"
553,"Coke,Butter"
554,"Beer,Juice,Milk,Butter"
555,"Beer,Milk,Butter"
556,"Jam,Milk,Juice,Coke,Butter"
557,"Eggs,Butter"
558,"Bread,Jam,Butter"
559,"Milk,Butter"
560,"Bread,Jam,Juice"
561,"Eggs,Juice,Milk,Butter"
562,"Bread,Jam,Milk,Cheese,Butter"
563,"Cheese,Bread,Milk"
564,"Bread,Coke"
565,"Coke,Milk,Butter"
566,"Bread,Beer,Cheese,Butter"
567,"Jam,Milk,Juice,Coke,Butter"
568,"Bread,Juice,Milk,Beer"
569,"Bread,Juice,Cheese"
570,"Bread,Juice,Cheese,Butter"
571,"Bread,Jam,Coke"
572,"Eggs,Bread"
573,"Bread,Juice,Coke,Butter"
574,"Coke,Butter"
575,"Bread,Beer"
576,"Eggs,Beer,Milk,Cheese,Butter"
577,"Bread,Juice,Coke,Butter"
578,"Eggs,Beer"
579,"Bread,Coke,Milk,Butter"
580,"Bread,Coke,Milk,Butter"
581,"Juice,Milk"
582,"Bread,Butter"
583,"Jam,Milk"
584,"Bread,Juice"
585,"Milk,Butter"
586,"Beer,Bread"
587,"Beer,Coke"
588,"Bread,Milk"
589,"Bread,Jam,Milk"
590,"Bread,Beer,Milk,Juice,Cheese"
591,"Coke,Milk,Butter"
592,"Bread,Juice,Cheese,Coke,Butter"
593,"Coke,Bread,Juice,Milk"
594,"Bread,Juice"
595,"Eggs,Juice,Cheese,Coke,Butter"
596,"Bread,Beer,Milk,Butter"
597,"Jam,Juice,Milk"
598,"Eggs,Bread,Juice,Coke,Butter"
599,"Eggs,Bread,Juice,Coke,Butter"
600,"Beer,Jam,Cheese"
601,"Eggs,Beer,Bread,Cheese"
602,"Coke,Milk"
603,"Bread,Butter"
604,"Juice,Coke"
605,"Beer,Coke,Milk"
606,"Bread,Coke"
607,"Bread,Jam,Juice,Milk"
608,"Bread,Coke,Butter"
609,"Bread,Jam,Milk,Cheese,Butter"
610,"Bread,Coke,Milk,Butter"
611,"Beer,Bread,Milk,Cheese,Butter"
612,"Bread,Coke,Milk,Butter"
613,"Bread,Juice,Cheese"
614,"Eggs,Bread,Milk,Coke,Butter"
615,"Eggs,Bread,Milk"
616,"Coke,Cheese,Milk"
617,"Bread,Butter,Coke,Beer"
618,"Eggs,Butter"
619,"Beer,Coke"
620,"Beer,Jam,Butter"
621,"Jam,Milk,Cheese,Coke,Butter"
622,"Bread,Milk,Juice,Cheese,Butter"
623,"Beer,Cheese,Butter"
624,"Bread,Milk,Butter"
625,"Eggs,Jam,Milk"
626,"Eggs,Bread,Milk,Juice,Butter"
627,"Bread,Jam,Cheese,Coke,Butter"
628,"Eggs,Bread,Juice,Coke"
629,"Bread,Beer,Juice,Coke,Butter"
630,"Jam,Juice"
631,"Bread,Milk,Juice,Cheese,Coke"
632,"Milk,Butter"
633,"Juice,Butter"
634,"Eggs,Beer,Jam,Milk,Butter"
635,"Bread,Milk,Juice,Cheese,Butter"
636,"Eggs,Bread,Juice,Milk"
637,"Bread,Jam,Juice,Butter"
638,"Eggs,Bread,Jam,Juice,Coke"
639,"Bread,Butter"
640,"Bread,Coke,Milk,Butter"
641,"Cheese,Jam,Milk,Butter"
642,"Juice,Milk,Butter"
643,"Bread,Jam,Juice,Cheese"
644,"Eggs,Beer"
645,"Bread,Juice,Milk"
646,"Eggs,Bread,Butter"
647,"Juice,Coke,Milk,Butter"
648,"Eggs,Beer,Coke,Butter"
649,"Eggs,Milk"
650,"Bread,Milk,Beer"
651,"Eggs,Beer,Milk,Cheese,Butter"
652,"Jam,Milk,Butter"
653,"Beer,Juice"
654,"Beer,Cheese,Milk"
655,"Beer,Butter"
656,"Bread,Beer,Milk,Butter"
657,"Bread,Jam,Coke"
658,"Bread,Jam,Milk,Butter"
659,"Eggs,Bread,Jam,Juice,Cheese"
660,"Beer,Bread,Milk,Juice,Butter"
661,"Milk,Juice,Cheese,Coke,Butter"
662,"Bread,Juice"
663,"Eggs,Milk,Butter"
664,"Bread,Milk,Juice,Coke,Butter"
665,"Beer,Coke,Butter"
666,"Bread,Butter"
667,"Beer,Cheese,Juice,Coke"
668,"Bread,Jam,Milk"
669,"Eggs,Milk,Cheese,Coke,Butter"
670,"Eggs,Bread,Juice,Beer"
671,"Bread,Cheese,Milk,Butter"
672,"Jam,Coke,Butter"
673,"Eggs,Coke,Milk"
674,"Eggs,Bread,Jam,Juice,Coke"
675,"Bread,Milk,Cheese,Coke,Butter"
676,"Bread,Juice,Butter"
677,"Eggs,Juice,Milk,Butter"
678,"Eggs,Bread"
679,"Bread,Jam,Milk,Juice,Butter"
680,"Juice,Butter"
681,"Beer,Milk,Cheese,Coke,Butter"
682,"Bread,Jam,Juice,Milk"
683,"Bread,Milk"
684,"Jam,Milk,Butter"
685,"Juice,Milk"
686,"Cheese,Coke,Milk,Bread"
687,"Bread,Jam,Cheese,Milk"
688,"Cheese,Butter"
689,"Bread,Milk,Juice,Coke,Butter"
690,"Bread,Milk"
691,"Bread,Beer"
692,"Eggs,Bread,Milk,Juice,Coke"
693,"Bread,Beer,Cheese,Butter"
694,"Eggs,Bread,Jam,Juice,Coke"
695,"Bread,Beer,Cheese,Milk"
696,"Bread,Jam,Milk,Coke,Butter"
697,"Bread,Cheese,Juice,Milk"
698,"Coke,Cheese,Bread,Milk"
699,"Bread,Cheese"
700,"Bread,Milk"
701,"Bread,Beer,Jam,Butter"
702,"Bread,Milk,Butter"
703,"Butter,Cheese,Milk"
704,"Eggs,Beer,Coke"
705,"Bread,Jam,Milk,Juice,Butter"
706,"Juice,Cheese,Milk"
707,"Bread,Milk,Juice,Cheese,Butter"
708,"Bread,Coke,Cheese,Butter"
709,"Beer,Milk,Juice,Cheese,Butter"
710,"Jam,Cheese"
711,"Eggs,Milk,Juice,Cheese,Butter"
712,"Juice,Coke,Milk"
713,"Eggs,Bread,Milk,Juice,Butter"
714,"Bread,Jam,Cheese,Milk"
715,"Eggs,Cheese,Milk,Butter"
716,"Eggs,Bread,Juice,Coke,Butter"
717,"Coke,Milk,Butter"
718,"Eggs,Jam,Coke"
719,"Coke,Butter"
720,"Eggs,Milk,Juice,Coke,Butter"
721,"Eggs,Juice,Coke"
722,"Eggs,Bread,Milk,Juice,Butter"
723,"Eggs,Bread,Juice,Coke,Butter"
724,"Bread,Milk"
725,"Eggs,Bread,Milk,Butter"
726,"Juice,Milk"
727,"Bread,Coke,Butter"
728,"Bread,Coke,Milk,Butter"
729,"Jam,Milk,Butter"
730,"Bread,Milk"
731,"Milk,Juice,Cheese,Butter"
732,"Juice,Coke,Jam,Milk"
733,"Eggs,Bread,Coke,Butter"
734,"Bread,Juice"
735,"Bread,Jam,Milk,Butter"
736,"Juice,Cheese,Butter"
737,"Beer,Milk"
738,"Bread,Butter"
739,"Jam,Coke"
740,"Beer,Coke,Milk,Bread"
741,"Bread,Milk,Juice,Coke,Butter"
742,"Beer,Bread,Butter"
743,"Eggs,Jam,Juice,Coke,Butter"
744,"Eggs,Bread,Milk,Coke,Butter"
745,"Eggs,Bread,Juice,Coke"
746,"Eggs,Milk,Juice,Cheese,Coke"
747,"Bread,Juice"
748,"Coke,Butter"
749,"Bread,Cheese"
750,"Bread,Milk,Juice,Cheese,Coke"
751,"Eggs,Bread,Milk"
752,"Bread,Juice,Butter"
753,"Eggs,Juice,Coke,Milk"
754,"Juice,Milk,Butter"
755,"Bread,Juice,Cheese,Coke,Butter"
